# x, y
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00 1.732050807568877193e+00
7.953399419784545898e-02 4.874799273052925486e-01 1.366109251738332753e-01 -3.115883094088066074e-01 1.689216294739959379e+00
1.590679883956909180e-01 4.513993569417312779e-01 2.667010455700259963e-01 -5.873729773955623790e-01 1.571496294056599297e+00
2.386019676923751831e-01 3.955888178817917877e-01 3.852797710285619792e-01 -8.056469659788327853e-01 1.404554173642714510e+00
3.181359767913818359e-01 3.248958967170408885e-01 4.895508856947781151e-01 -9.621014337309007347e-01 1.215859599228175991e+00
3.976699709892272949e-01 2.439995314520023717e-01 5.786609740594234053e-01 -1.063980715003919775e+00 1.025990850761423712e+00
4.772039353847503662e-01 1.567918822230185416e-01 6.530454177042039898e-01 -1.122792343835952611e+00 8.469252790787125118e-01
5.567379593849182129e-01 6.624145644410128764e-02 7.138122720667158250e-01 -1.149760423136434007e+00 6.840475171506767982e-01
6.362719535827636719e-01 -2.549919900499603154e-02 7.623232532143595641e-01 -1.154055107311479977e+00 5.387479036970533874e-01
7.158059477806091309e-01 -1.169149351621207589e-01 7.999589832132759648e-01 -1.142562355644357819e+00 4.103634529502913630e-01
7.953399419784545898e-01 -2.069584145401158204e-01 8.280066255129652220e-01 -1.120237831358062985e+00 2.973493146778287133e-01
8.748738765716552734e-01 -2.949152020911485206e-01 8.476173483654131369e-01 -1.090574314994780414e+00 1.979019897008413853e-01
9.544078707695007324e-01 -3.803045431029751788e-01 8.597992487776779935e-01 -1.056010484156224560e+00 1.102579970575881946e-01
1.033941864967346191e+00 -4.628081903133936525e-01 8.654262400512110487e-01 -1.018243300844500210e+00 3.281935765325551257e-02
1.113475918769836426e+00 -5.422211819511778552e-01 8.652531588188419054e-01 -9.784525761973512648e-01 -3.580867387986887834e-02
1.193009853363037109e+00 -6.184169910474629495e-01 8.599320102039745839e-01 -9.374584506717962284e-01 -9.681958077206501145e-02
1.272543907165527344e+00 -6.913241436032073750e-01 8.500272372435334622e-01 -8.958299586552315175e-01 -1.512250656310772379e-01
1.352077841758728027e+00 -7.609085877888142058e-01 8.360293246133982947e-01 -8.539606744349323986e-01 -1.998784615273805632e-01
1.431611895561218262e+00 -8.271627878526356392e-01 8.183662888238789623e-01 -8.121202343290494507e-01 -2.434993262458982066e-01
1.511145830154418945e+00 -8.900965766070947360e-01 7.974136289840854097e-01 -7.704909966491627626e-01 -2.826944723302052820e-01
1.590679883956909180e+00 -9.497320533280301236e-01 7.735023013262567471e-01 -7.291928295305855068e-01 -3.179771294163320494e-01
1.670213818550109863e+00 -1.006098627616515362e+00 7.469257890470174521e-01 -6.883014109961157478e-01 -3.497821382657977929e-01
1.749747753143310547e+00 -1.059230653177578141e+00 7.179455462707003965e-01 -6.478604089681795353e-01 -3.784793305952502407e-01
1.829281806945800781e+00 -1.109164984393761877e+00 6.867958330839017966e-01 -6.078906646088317878e-01 -4.043840498676056772e-01
1.908815741539001465e+00 -1.155939228464637925e+00 6.536878432561764596e-01 -5.683968190614258065e-01 -4.277658382398523695e-01
1.988349795341491699e+00 -1.199591149611251240e+00 6.188127079651853935e-01 -5.293715436474285552e-01 -4.488559002079626215e-01
2.067883729934692383e+00 -1.240157315761965640e+00 5.823447097235719960e-01 -4.907993756213456238e-01 -4.678527284252061991e-01
2.147417783737182617e+00 -1.277673058713991505e+00 5.444432572020876382e-01 -4.526586887077814758e-01 -4.849272109777197359e-01
2.226951837539672852e+00 -1.312171639392314404e+00 5.052553029163575626e-01 -4.149238703101077452e-01 -5.002264172602129966e-01
2.306485652923583984e+00 -1.343684128574290426e+00 4.649170016184396292e-01 -3.775664861481149992e-01 -5.138769673981981034e-01
2.386019706726074219e+00 -1.372239523006136608e+00 4.235547908825026964e-01 -3.405558214401691042e-01 -5.259878774438280225e-01
2.465553760528564453e+00 -1.397864052107757882e+00 3.812874348171965688e-01 -3.038602214209660812e-01 -5.366525580829690778e-01
2.545087814331054688e+00 -1.420581483183697813e+00 3.382266985536142023e-01 -2.674471184336618679e-01 -5.459508356682231112e-01
2.624621629714965820e+00 -1.440412917768872259e+00 2.944786207351511864e-01 -2.312835859543632688e-01 -5.539504141839077800e-01
2.704155683517456055e+00 -1.457376993283261646e+00 2.501438976847648599e-01 -1.953361333268590627e-01 -5.607082215524997748e-01
2.783689737319946289e+00 -1.471489513761639056e+00 2.053194912529752170e-01 -1.595715051266927420e-01 -5.662712888814588341e-01
2.863223791122436523e+00 -1.482763692995439975e+00 1.600988532047422919e-01 -1.239563378242443392e-01 -5.706776745672041962e-01
2.942757606506347656e+00 -1.491210071886933886e+00 1.145728809205055626e-01 -8.845742298474744414e-02 -5.739570823252643228e-01
3.022291660308837891e+00 -1.496836615990444486e+00 6.883001355178706981e-02 -5.304129913577720207e-02 -5.761313968629051541e-01
3.101825714111328125e+00 -1.499648568811002391e+00 2.295766006338674503e-02 -1.767488545875106967e-02 -5.772149874145010573e-01
3.181359767913818359e+00 -1.499648565720620219e+00 -2.295776098686438949e-02 1.767496317699205136e-02 -5.772149862247337726e-01
3.260893583297729492e+00 -1.496836619362439169e+00 -6.882997692537487500e-02 5.304127085130878189e-02 -5.761313981635278747e-01
3.340427637100219727e+00 -1.491210077510438659e+00 -1.145728444323209638e-01 8.845739464728824553e-02 -5.739570845024919432e-01
3.419961690902709961e+00 -1.482763671322217647e+00 -1.600989529851990500e-01 1.239564159798252907e-01 -5.706776661284873597e-01
3.499495506286621094e+00 -1.471489523906080343e+00 -2.053194552533998407e-01 1.595714766035492838e-01 -5.662712928613422569e-01
3.579029560089111328e+00 -1.457377005701368411e+00 -2.501438620388502510e-01 1.953361046709189142e-01 -5.607082264709993824e-01
3.658563613891601562e+00 -1.440412932472267205e+00 -2.944785855188506996e-01 2.312835571389491862e-01 -5.539504200749427731e-01
3.738097667694091797e+00 -1.420581436421749499e+00 -3.382267940106922222e-01 2.674471981968981060e-01 -5.459508166773656690e-01
3.817631483078002930e+00 -1.397864071425068744e+00 -3.812874007005732091e-01 3.038601922067838412e-01 -5.366525660515550911e-01
3.897165536880493164e+00 -1.372239544656297383e+00 -4.235547574438648932e-01 3.405557919870845218e-01 -5.259878865348026622e-01
3.976699590682983398e+00 -1.343684152577330870e+00 -4.649169689497288371e-01 3.775664564303632953e-01 -5.138769776805904854e-01
4.056233406066894531e+00 -1.312171665770276663e+00 -5.052552711154535414e-01 4.149238403027333821e-01 -5.002264288146346383e-01
4.135767459869384766e+00 -1.277673087490870163e+00 -5.444432263738002709e-01 4.526586583870844116e-01 -4.849272238980033567e-01
4.215301513671875000e+00 -1.240157346963562723e+00 -5.823446799807611152e-01 4.907993449655133622e-01 -4.678527428203646532e-01
4.294835567474365234e+00 -1.199591120158992164e+00 -6.188127329378532160e-01 5.293715707860175979e-01 -4.488558862084393586e-01
4.374369621276855469e+00 -1.155939196841158534e+00 -6.536878670554716608e-01 5.683968465232001055e-01 -4.277658227101183708e-01
4.453903675079345703e+00 -1.109164878106770225e+00 -6.867959037886529616e-01 6.078907519534454407e-01 -4.043839957837466748e-01
4.533437728881835938e+00 -1.059230539902054291e+00 -7.179456124461257582e-01 6.478604973589370264e-01 -3.784792706840716114e-01
4.612971305847167969e+00 -1.006098753425828107e+00 -7.469257251130242414e-01 6.883013175265507710e-01 -3.497822076574252925e-01
4.692505359649658203e+00 -9.497320996850184827e-01 -7.735022811114898866e-01 7.291927966750795242e-01 -3.179771561752569031e-01
4.772039413452148438e+00 -8.900966255895328416e-01 -7.974136110123433152e-01 7.704909634938137408e-01 -2.826945020331914638e-01
4.851573467254638672e+00 -8.271627426692936824e-01 -8.183663023712725026e-01 8.121202635408747428e-01 -2.434992973447262232e-01
4.931107521057128906e+00 -7.609085402776267770e-01 -8.360293357338894893e-01 8.539607037392402678e-01 -1.998784293300022996e-01
5.010641574859619141e+00 -6.913239869713077024e-01 -8.500272636845550567e-01 8.958300505533136615e-01 -1.512249526364947694e-01
5.090175628662109375e+00 -6.184168271370077408e-01 -8.599320271324373266e-01 9.374585416613734346e-01 -9.681945424762873620e-02
5.169709205627441406e+00 -5.422213607949900593e-01 -8.652531522736363057e-01 9.784524831096492736e-01 -3.580882242518106801e-02
5.249243259429931641e+00 -4.628083764302464709e-01 -8.654262460499937415e-01 1.018243211350973620e+00 3.281919030524300257e-02
5.328777313232421875e+00 -3.803046731798759850e-01 -8.597992623589926220e-01 1.056010427783515393e+00 1.102578696091895127e-01
5.408311367034912109e+00 -2.949152714222491589e-01 -8.476173609466376435e-01 1.090574289057275381e+00 1.979019151537283472e-01
5.487845420837402344e+00 -2.069583522142604548e-01 -8.280066089695563569e-01 1.120237849878968683e+00 2.973493887769410038e-01
5.567379474639892578e+00 -1.169148034921875245e-01 -7.999589359226059182e-01 1.142562381142290473e+00 4.103636274131277073e-01
5.646913528442382812e+00 -2.549899722358361931e-02 -7.623231590166544835e-01 1.154055117358413929e+00 5.387482040610472867e-01
5.726447582244873047e+00 6.624172600566335944e-02 -7.138121116915818742e-01 1.149760380981983854e+00 6.840479714024499946e-01
5.805981159210205078e+00 1.567916435346102810e-01 -6.530455977474536322e-01 1.122792453866951368e+00 8.469248207941179052e-01
5.885515213012695312e+00 2.439994003933358968e-01 -5.786611004385618928e-01 1.063980836354359250e+00 1.025990562970747533e+00
5.965049266815185547e+00 3.248958355533444475e-01 -4.895509629906392157e-01 9.621015355614179754e-01 1.215859445790631765e+00
6.044583320617675781e+00 3.955888026796076096e-01 -3.852797975318457691e-01 8.056470103093491542e-01 1.404554130467449369e+00
6.124117374420166016e+00 4.513993896209683720e-01 -2.667009581378300687e-01 5.873728031432255969e-01 1.571496397010381241e+00
6.203651428222656250e+00 4.874799632129895866e-01 -1.366107305069942379e-01 3.115878764540273016e-01 1.689216416070716376e+00
6.283185482025146484e+00 4.999999999999388267e-01 3.028413936228447679e-07 -6.993822405196004824e-07 1.732050807568665141e+00
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00 1.732050807568877193e+00
7.953399419784545898e-02 4.874799273052925486e-01 1.366109251738332753e-01 -3.115883094088066074e-01 1.689216294739959379e+00
1.590679883956909180e-01 4.513993569417312779e-01 2.667010455700259963e-01 -5.873729773955623790e-01 1.571496294056599297e+00
2.386019676923751831e-01 3.955888178817917877e-01 3.852797710285619792e-01 -8.056469659788327853e-01 1.404554173642714510e+00
3.181359767913818359e-01 3.248958967170408885e-01 4.895508856947781151e-01 -9.621014337309007347e-01 1.215859599228175991e+00
3.976699709892272949e-01 2.439995314520023717e-01 5.786609740594234053e-01 -1.063980715003919775e+00 1.025990850761423712e+00
4.772039353847503662e-01 1.567918822230185416e-01 6.530454177042039898e-01 -1.122792343835952611e+00 8.469252790787125118e-01
5.567379593849182129e-01 6.624145644410128764e-02 7.138122720667158250e-01 -1.149760423136434007e+00 6.840475171506767982e-01
6.362719535827636719e-01 -2.549919900499603154e-02 7.623232532143595641e-01 -1.154055107311479977e+00 5.387479036970533874e-01
7.158059477806091309e-01 -1.169149351621207589e-01 7.999589832132759648e-01 -1.142562355644357819e+00 4.103634529502913630e-01
7.953399419784545898e-01 -2.069584145401158204e-01 8.280066255129652220e-01 -1.120237831358062985e+00 2.973493146778287133e-01
8.748738765716552734e-01 -2.949152020911485206e-01 8.476173483654131369e-01 -1.090574314994780414e+00 1.979019897008413853e-01
9.544078707695007324e-01 -3.803045431029751788e-01 8.597992487776779935e-01 -1.056010484156224560e+00 1.102579970575881946e-01
1.033941864967346191e+00 -4.628081903133936525e-01 8.654262400512110487e-01 -1.018243300844500210e+00 3.281935765325551257e-02
1.113475918769836426e+00 -5.422211819511778552e-01 8.652531588188419054e-01 -9.784525761973512648e-01 -3.580867387986887834e-02
1.193009853363037109e+00 -6.184169910474629495e-01 8.599320102039745839e-01 -9.374584506717962284e-01 -9.681958077206501145e-02
1.272543907165527344e+00 -6.913241436032073750e-01 8.500272372435334622e-01 -8.958299586552315175e-01 -1.512250656310772379e-01
1.352077841758728027e+00 -7.609085877888142058e-01 8.360293246133982947e-01 -8.539606744349323986e-01 -1.998784615273805632e-01
1.431611895561218262e+00 -8.271627878526356392e-01 8.183662888238789623e-01 -8.121202343290494507e-01 -2.434993262458982066e-01
1.511145830154418945e+00 -8.900965766070947360e-01 7.974136289840854097e-01 -7.704909966491627626e-01 -2.826944723302052820e-01
1.590679883956909180e+00 -9.497320533280301236e-01 7.735023013262567471e-01 -7.291928295305855068e-01 -3.179771294163320494e-01
1.670213818550109863e+00 -1.006098627616515362e+00 7.469257890470174521e-01 -6.883014109961157478e-01 -3.497821382657977929e-01
1.749747753143310547e+00 -1.059230653177578141e+00 7.179455462707003965e-01 -6.478604089681795353e-01 -3.784793305952502407e-01
1.829281806945800781e+00 -1.109164984393761877e+00 6.867958330839017966e-01 -6.078906646088317878e-01 -4.043840498676056772e-01
1.908815741539001465e+00 -1.155939228464637925e+00 6.536878432561764596e-01 -5.683968190614258065e-01 -4.277658382398523695e-01
1.988349795341491699e+00 -1.199591149611251240e+00 6.188127079651853935e-01 -5.293715436474285552e-01 -4.488559002079626215e-01
2.067883729934692383e+00 -1.240157315761965640e+00 5.823447097235719960e-01 -4.907993756213456238e-01 -4.678527284252061991e-01
2.147417783737182617e+00 -1.277673058713991505e+00 5.444432572020876382e-01 -4.526586887077814758e-01 -4.849272109777197359e-01
2.226951837539672852e+00 -1.312171639392314404e+00 5.052553029163575626e-01 -4.149238703101077452e-01 -5.002264172602129966e-01
2.306485652923583984e+00 -1.343684128574290426e+00 4.649170016184396292e-01 -3.775664861481149992e-01 -5.138769673981981034e-01
2.386019706726074219e+00 -1.372239523006136608e+00 4.235547908825026964e-01 -3.405558214401691042e-01 -5.259878774438280225e-01
2.465553760528564453e+00 -1.397864052107757882e+00 3.812874348171965688e-01 -3.038602214209660812e-01 -5.366525580829690778e-01
2.545087814331054688e+00 -1.420581483183697813e+00 3.382266985536142023e-01 -2.674471184336618679e-01 -5.459508356682231112e-01
2.624621629714965820e+00 -1.440412917768872259e+00 2.944786207351511864e-01 -2.312835859543632688e-01 -5.539504141839077800e-01
2.704155683517456055e+00 -1.457376993283261646e+00 2.501438976847648599e-01 -1.953361333268590627e-01 -5.607082215524997748e-01
2.783689737319946289e+00 -1.471489513761639056e+00 2.053194912529752170e-01 -1.595715051266927420e-01 -5.662712888814588341e-01
2.863223791122436523e+00 -1.482763692995439975e+00 1.600988532047422919e-01 -1.239563378242443392e-01 -5.706776745672041962e-01
2.942757606506347656e+00 -1.491210071886933886e+00 1.145728809205055626e-01 -8.845742298474744414e-02 -5.739570823252643228e-01
3.022291660308837891e+00 -1.496836615990444486e+00 6.883001355178706981e-02 -5.304129913577720207e-02 -5.761313968629051541e-01
3.101825714111328125e+00 -1.499648568811002391e+00 2.295766006338674503e-02 -1.767488545875106967e-02 -5.772149874145010573e-01
3.181359767913818359e+00 -1.499648565720620219e+00 -2.295776098686438949e-02 1.767496317699205136e-02 -5.772149862247337726e-01
3.260893583297729492e+00 -1.496836619362439169e+00 -6.882997692537487500e-02 5.304127085130878189e-02 -5.761313981635278747e-01
3.340427637100219727e+00 -1.491210077510438659e+00 -1.145728444323209638e-01 8.845739464728824553e-02 -5.739570845024919432e-01
3.419961690902709961e+00 -1.482763671322217647e+00 -1.600989529851990500e-01 1.239564159798252907e-01 -5.706776661284873597e-01
3.499495506286621094e+00 -1.471489523906080343e+00 -2.053194552533998407e-01 1.595714766035492838e-01 -5.662712928613422569e-01
3.579029560089111328e+00 -1.457377005701368411e+00 -2.501438620388502510e-01 1.953361046709189142e-01 -5.607082264709993824e-01
3.658563613891601562e+00 -1.440412932472267205e+00 -2.944785855188506996e-01 2.312835571389491862e-01 -5.539504200749427731e-01
3.738097667694091797e+00 -1.420581436421749499e+00 -3.382267940106922222e-01 2.674471981968981060e-01 -5.459508166773656690e-01
3.817631483078002930e+00 -1.397864071425068744e+00 -3.812874007005732091e-01 3.038601922067838412e-01 -5.366525660515550911e-01
3.897165536880493164e+00 -1.372239544656297383e+00 -4.235547574438648932e-01 3.405557919870845218e-01 -5.259878865348026622e-01
3.976699590682983398e+00 -1.343684152577330870e+00 -4.649169689497288371e-01 3.775664564303632953e-01 -5.138769776805904854e-01
4.056233406066894531e+00 -1.312171665770276663e+00 -5.052552711154535414e-01 4.149238403027333821e-01 -5.002264288146346383e-01
4.135767459869384766e+00 -1.277673087490870163e+00 -5.444432263738002709e-01 4.526586583870844116e-01 -4.849272238980033567e-01
4.215301513671875000e+00 -1.240157346963562723e+00 -5.823446799807611152e-01 4.907993449655133622e-01 -4.678527428203646532e-01
4.294835567474365234e+00 -1.199591120158992164e+00 -6.188127329378532160e-01 5.293715707860175979e-01 -4.488558862084393586e-01
4.374369621276855469e+00 -1.155939196841158534e+00 -6.536878670554716608e-01 5.683968465232001055e-01 -4.277658227101183708e-01
4.453903675079345703e+00 -1.109164878106770225e+00 -6.867959037886529616e-01 6.078907519534454407e-01 -4.043839957837466748e-01
4.533437728881835938e+00 -1.059230539902054291e+00 -7.179456124461257582e-01 6.478604973589370264e-01 -3.784792706840716114e-01
4.612971305847167969e+00 -1.006098753425828107e+00 -7.469257251130242414e-01 6.883013175265507710e-01 -3.497822076574252925e-01
4.692505359649658203e+00 -9.497320996850184827e-01 -7.735022811114898866e-01 7.291927966750795242e-01 -3.179771561752569031e-01
