# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.759927213191986084e-01 6.655669212341308594e-01 2.252201735973358154e-01 7.744287606328725815e-03 2.190085798501968384e-01 6.655669212341308594e-01 2.252201735973358154e-01 7.744287606328725815e-03 1.155926108360290527e+00
1.000000000000000000e+03 7.914140075445175171e-02 1.548996418714523315e-01 4.893885925412178040e-03 1.373963654041290283e-01 6.880421191453933716e-02 1.548996418714523315e-01 4.893885925412178040e-03 1.373963654041290283e-01 5.462447404861450195e-01
2.000000000000000000e+03 2.553567849099636078e-02 1.217310354113578796e-01 4.623174201697111130e-03 1.556139588356018066e-01 2.233536168932914734e-02 1.217310354113578796e-01 4.623174201697111130e-03 1.556139588356018066e-01 4.777711927890777588e-01
3.000000000000000000e+03 4.962384700775146484e-03 1.055927500128746033e-01 4.695452284067869186e-03 1.490582823753356934e-01 4.212926141917705536e-03 1.055927500128746033e-01 4.695452284067869186e-03 1.490582823753356934e-01 4.369225800037384033e-01
4.000000000000000000e+03 3.018117975443601608e-03 1.047394499182701111e-01 4.740188829600811005e-03 1.486409455537796021e-01 2.620597835630178452e-03 1.047394499182701111e-01 4.740188829600811005e-03 1.486409455537796021e-01 4.377367198467254639e-01
5.000000000000000000e+03 2.341312356293201447e-03 1.041549146175384521e-01 4.770687781274318695e-03 1.485849469900131226e-01 2.111610025167465210e-03 1.041549146175384521e-01 4.770687781274318695e-03 1.485849469900131226e-01 4.378033876419067383e-01
6.000000000000000000e+03 2.140513388440012932e-03 1.038570180535316467e-01 4.703128710389137268e-03 1.485508829355239868e-01 2.010997850447893143e-03 1.038570180535316467e-01 4.703128710389137268e-03 1.485508829355239868e-01 4.361079633235931396e-01
7.000000000000000000e+03 2.056488068774342537e-03 1.034921854734420776e-01 4.537560045719146729e-03 1.485439836978912354e-01 1.991085009649395943e-03 1.034921854734420776e-01 4.537560045719146729e-03 1.485439836978912354e-01 4.354075491428375244e-01
8.000000000000000000e+03 1.941680908203125000e-03 1.034854426980018616e-01 4.323392175137996674e-03 1.480230093002319336e-01 1.904939999803900719e-03 1.034854426980018616e-01 4.323392175137996674e-03 1.480230093002319336e-01 4.366364181041717529e-01
9.000000000000000000e+03 1.782046980224549770e-03 1.034262105822563171e-01 4.301011562347412109e-03 1.474285125732421875e-01 1.758672413416206837e-03 1.034262105822563171e-01 4.301011562347412109e-03 1.474285125732421875e-01 4.372883439064025879e-01
1.000000000000000000e+04 1.689966069534420967e-03 1.033519506454467773e-01 4.346868954598903656e-03 1.470078378915786743e-01 1.678493106737732887e-03 1.033519506454467773e-01 4.346868954598903656e-03 1.470078378915786743e-01 4.375865161418914795e-01
1.100000000000000000e+04 1.582089927978813648e-03 1.033130213618278503e-01 4.343087319284677505e-03 1.468630433082580566e-01 1.581907738000154495e-03 1.033130213618278503e-01 4.343087319284677505e-03 1.468630433082580566e-01 4.371756315231323242e-01
1.200000000000000000e+04 1.515080104582011700e-03 1.031650006771087646e-01 4.314118530601263046e-03 1.468899697065353394e-01 1.527790329419076443e-03 1.031650006771087646e-01 4.314118530601263046e-03 1.468899697065353394e-01 4.358623027801513672e-01
1.300000000000000000e+04 1.507492968812584877e-03 1.033032909035682678e-01 4.226789809763431549e-03 1.465635001659393311e-01 1.537273521535098553e-03 1.033032909035682678e-01 4.226789809763431549e-03 1.465635001659393311e-01 4.365089535713195801e-01
1.400000000000000000e+04 1.514562754891812801e-03 1.033708527684211731e-01 4.178928676992654800e-03 1.463216841220855713e-01 1.562448567710816860e-03 1.033708527684211731e-01 4.178928676992654800e-03 1.463216841220855713e-01 4.365222454071044922e-01
1.500000000000000000e+04 1.468382193706929684e-03 1.034148782491683960e-01 4.156888928264379501e-03 1.461956650018692017e-01 1.524336519651114941e-03 1.034148782491683960e-01 4.156888928264379501e-03 1.461956650018692017e-01 4.363861978054046631e-01
1.600000000000000000e+04 1.410162542015314102e-03 1.034449189901351929e-01 4.145960789173841476e-03 1.461006700992584229e-01 1.472825882956385612e-03 1.034449189901351929e-01 4.145960789173841476e-03 1.461006700992584229e-01 4.363231062889099121e-01
1.700000000000000000e+04 1.357090193778276443e-03 1.034931913018226624e-01 4.142402205616235733e-03 1.459841728210449219e-01 1.425711088813841343e-03 1.034931913018226624e-01 4.142402205616235733e-03 1.459841728210449219e-01 4.363950192928314209e-01
1.800000000000000000e+04 1.309140585362911224e-03 1.035718396306037903e-01 4.145407583564519882e-03 1.458344310522079468e-01 1.382441841997206211e-03 1.035718396306037903e-01 4.145407583564519882e-03 1.458344310522079468e-01 4.365816414356231689e-01
1.900000000000000000e+04 1.271656365133821964e-03 1.036410033702850342e-01 4.152631852775812149e-03 1.456984281539916992e-01 1.347735291346907616e-03 1.036410033702850342e-01 4.152631852775812149e-03 1.456984281539916992e-01 4.367661178112030029e-01
2.000000000000000000e+04 1.248368876986205578e-03 1.037043184041976929e-01 4.161931574344635010e-03 1.455742269754409790e-01 1.326230005361139774e-03 1.037043184041976929e-01 4.161931574344635010e-03 1.455742269754409790e-01 4.369810521602630615e-01
2.000000000000000000e+04 1.248368876986205578e-03 1.037043184041976929e-01 4.161931574344635010e-03 1.455742269754409790e-01 1.326230005361139774e-03 1.037043184041976929e-01 4.161931574344635010e-03 1.455742269754409790e-01 4.369810521602630615e-01
2.002100000000000000e+04 1.248368876986205578e-03 1.037043184041976929e-01 4.161931574344635010e-03 1.455742269754409790e-01 1.326230005361139774e-03 1.037043184041976929e-01 4.161931574344635010e-03 1.455742269754409790e-01 4.369810521602630615e-01
