# step, loss_train, loss_test, metrics_test
2.000000000000000000e+04 1.663274914026260376e-01 1.355276554822921753e-01 1.078973617404699326e-02 1.068284064531326294e-01 1.435316354036331177e-01 1.662177294492721558e-01 1.369831115007400513e-01 1.081517990678548813e-02 1.068284064531326294e-01 1.435316354036331177e-01 1.754161815548520131e+00 1.647563294023099978e+00 1.592510336241206081e+00 1.636101697898879381e+00
2.200000000000000000e+04 1.166562139987945557e-01 1.282026339322328568e-02 1.107094250619411469e-02 4.475347697734832764e-02 2.850705571472644806e-02 1.161934137344360352e-01 1.276856288313865662e-02 1.107784733176231384e-02 4.475347697734832764e-02 2.850705571472644806e-02 1.730359850957059020e+00 1.635874222248711929e+00 1.584663753260608043e+00 1.628342397870546687e+00
2.400000000000000000e+04 2.864802815020084381e-02 4.976592492312192917e-03 2.559741260483860970e-03 7.835416123270988464e-03 4.387451335787773132e-03 2.890528924763202667e-02 4.991761408746242523e-03 2.577375620603561401e-03 7.835416123270988464e-03 4.387451335787773132e-03 1.730703798839944962e+00 1.637420634336365532e+00 1.585135694395927608e+00 1.628098863845850230e+00
2.600000000000000000e+04 4.737128969281911850e-03 2.136833267286419868e-03 6.306059658527374268e-04 9.874267270788550377e-04 6.397589459083974361e-04 4.666904453188180923e-03 2.111969515681266785e-03 6.326565053313970566e-04 9.874267270788550377e-04 6.397589459083974361e-04 1.731855292004820024e+00 1.638534611197108415e+00 1.585532095091800597e+00 1.627717957448512776e+00
2.800000000000000000e+04 1.106585143133997917e-03 2.439425588818266988e-04 1.054645545082166791e-04 8.488566963933408260e-04 1.587513543199747801e-04 1.007156330160796642e-03 2.515025844331830740e-04 1.050727951223962009e-04 8.488566963933408260e-04 1.587513543199747801e-04 1.732515990693290542e+00 1.639101568478843030e+00 1.585949803320617635e+00 1.628117912975002524e+00
3.000000000000000000e+04 3.547472413629293442e-03 3.143382025882601738e-03 3.110144287347793579e-03 1.811734139919281006e-01 3.230958804488182068e-02 3.418530803173780441e-03 3.123192815110087395e-03 3.117790678516030312e-03 1.811734139919281006e-01 3.230958804488182068e-02 1.734134888992094448e+00 1.643142797168449132e+00 1.590189199481117255e+00 1.633613240041427606e+00
3.200000000000000000e+04 3.457080456428229809e-04 2.786288096103817225e-04 1.101156158256344497e-04 3.999566542915999889e-04 2.189691644161939621e-03 3.117864252999424934e-04 2.780267677735537291e-04 1.106720519601367414e-04 3.999566542915999889e-04 2.189691644161939621e-03 1.732719999963451052e+00 1.639109703522684924e+00 1.586164780435302513e+00 1.628724863705338644e+00
3.400000000000000000e+04 1.392165868310257792e-04 1.104286129702813923e-04 1.759336009854450822e-05 2.298972140124533325e-05 3.781637497013434768e-05 1.163160777650773525e-04 1.074241081369109452e-04 1.765290653565898538e-05 2.298972140124533325e-05 3.781637497013434768e-05 1.731967860206119481e+00 1.638298729921717101e+00 1.585317540955132998e+00 1.627506074652177226e+00
3.600000000000000000e+04 1.714427344268187881e-04 1.492340234108269215e-04 5.398875146056525409e-05 2.698526717722415924e-03 1.147870789282023907e-03 1.452305004931986332e-04 1.478006015531718731e-04 5.434785271063446999e-05 2.698526717722415924e-03 1.147870789282023907e-03 1.732738950991886906e+00 1.639249454938002337e+00 1.585989172122469482e+00 1.628067156460747400e+00
3.800000000000000000e+04 9.767205483512952924e-05 8.442025136901065707e-05 2.107520958816166967e-05 6.164215301396325231e-05 1.134095655288547277e-04 8.053897909121587873e-05 8.123875886667519808e-05 2.108256740029901266e-05 6.164215301396325231e-05 1.134095655288547277e-04 1.731743537666691646e+00 1.638052801595797359e+00 1.585221086931497325e+00 1.627453957885059532e+00
4.000000000000000000e+04 6.404130836017429829e-04 2.523868752177804708e-04 2.226677606813609600e-04 1.804559864103794098e-02 1.069732010364532471e-02 5.806227563880383968e-04 2.491926425136625767e-04 2.238767629023641348e-04 1.804559864103794098e-02 1.069732010364532471e-02 1.734066589987884210e+00 1.640490282802471445e+00 1.586432363313545757e+00 1.627887859806717019e+00
4.000000000000000000e+04 6.404130836017429829e-04 2.523868752177804708e-04 2.226677606813609600e-04 1.804559864103794098e-02 1.069732010364532471e-02 5.806227563880383968e-04 2.491926425136625767e-04 2.238767629023641348e-04 1.804559864103794098e-02 1.069732010364532471e-02 1.734066589987884210e+00 1.640490282802471445e+00 1.586432363313545757e+00 1.627887859806717019e+00
4.022100000000000000e+04 1.979505395865999162e-05 1.212078223034041002e-05 2.200631797677488066e-06 2.639147169247735292e-06 5.800716849080345128e-07 1.754397635522764176e-05 1.151694596046581864e-05 2.217955398009507917e-06 2.639147169247735292e-06 5.800716849080345128e-07 1.731909058090131293e+00 1.638293316764222629e+00 1.585364807777587925e+00 1.627551627788183408e+00
