# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.028506200000000000e+07 1.299297000000000000e+07 7.263238906860351562e+00 6.183094406127929688e+01 3.425003433227539062e+01 1.473084800000000000e+08 9.435308800000000000e+07 7.262143135070800781e+00 6.183094406127929688e+01 3.425003433227539062e+01 1.414213562373095145e+00 1.414531693632566256e+00 1.415101206664050482e+00 1.416668902552798537e+00
2.000000000000000000e+03 1.560916781425476074e+00 1.379940986633300781e+00 5.442239761352539062e+00 1.595333862304687500e+02 3.300606384277343750e+02 1.248343467712402344e+00 1.090637803077697754e+00 5.431470870971679688e+00 1.595333862304687500e+02 3.300606384277343750e+02 1.251877419912142297e+00 1.532678375773186774e+00 1.566618355631321124e+00 1.684588511876090822e+00
4.000000000000000000e+03 2.571075677871704102e+00 1.691542983055114746e+00 5.972332954406738281e+00 1.538391876220703125e+02 1.921973876953125000e+02 2.081336498260498047e+00 1.333649873733520508e+00 5.962185382843017578e+00 1.538391876220703125e+02 1.921973876953125000e+02 1.264726015425396755e+00 1.512637247674381902e+00 1.539916949944670543e+00 1.637647869230614672e+00
6.000000000000000000e+03 7.724821567535400391e+00 3.294675827026367188e+00 6.519351959228515625e+00 7.469068145751953125e+01 5.875693511962890625e+01 6.500832557678222656e+00 2.595240592956542969e+00 6.510250091552734375e+00 7.469068145751953125e+01 5.875693511962890625e+01 1.291569674672264023e+00 1.474614723316777010e+00 1.488763547710213020e+00 1.546050192484979213e+00
8.000000000000000000e+03 1.539479446411132812e+01 4.445912361145019531e+00 6.497953414916992188e+00 2.976397323608398438e+01 2.831023406982421875e+01 1.376416969299316406e+01 3.538138151168823242e+00 6.487575531005859375e+00 2.976397323608398438e+01 2.831023406982421875e+01 1.298523809683886032e+00 1.457367487651044513e+00 1.463177042301186059e+00 1.497979415329408814e+00
1.000000000000000000e+04 9.657010078430175781e+00 1.611961245536804199e+00 5.048018455505371094e+00 2.691275215148925781e+01 1.172447013854980469e+01 8.726978302001953125e+00 1.195196509361267090e+00 5.025487422943115234e+00 2.691275215148925781e+01 1.172447013854980469e+01 1.280914187325549625e+00 1.468803585078003238e+00 1.480537610109909696e+00 1.534750204321839950e+00
1.200000000000000000e+04 4.662477493286132812e+00 8.860614895820617676e-01 3.377812385559082031e+00 2.338649749755859375e+01 4.066803932189941406e+00 4.181979656219482422e+00 7.249048352241516113e-01 3.332658767700195312e+00 2.338649749755859375e+01 4.066803932189941406e+00 1.260230674287900587e+00 1.490268402930762459e+00 1.528462768274701622e+00 1.640299995089253837e+00
1.400000000000000000e+04 2.650188922882080078e+00 6.378653645515441895e-01 2.430291652679443359e+00 1.093944740295410156e+01 5.079743862152099609e+00 2.458401679992675781e+00 6.130740642547607422e-01 2.364914655685424805e+00 1.093944740295410156e+01 5.079743862152099609e+00 1.245454130974544604e+00 1.503736447590168890e+00 1.527387283737487111e+00 1.612862314395834940e+00
1.600000000000000000e+04 2.139195919036865234e+00 4.047012925148010254e-01 1.748944640159606934e+00 2.863545417785644531e+00 4.564626216888427734e+00 1.970194816589355469e+00 3.826052546501159668e-01 1.689451336860656738e+00 2.863545417785644531e+00 4.564626216888427734e+00 1.336156982092491674e+00 1.497550731407568225e+00 1.518406278699938383e+00 1.599553645270163749e+00
1.800000000000000000e+04 9.763935953378677368e-02 3.549011051654815674e-01 1.893412768840789795e-01 1.326686441898345947e-01 2.165588855743408203e+00 9.693712741136550903e-02 3.560041487216949463e-01 1.875945776700973511e-01 1.326686441898345947e-01 2.165588855743408203e+00 1.759726568798349877e+00 1.640297928795620974e+00 1.607792363611458164e+00 1.666764632626626108e+00
