# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.675463500000000000e+06 6.150464000000000000e+07 1.329868927001953125e+02 4.180272293090820312e+01 2.658002200000000000e+07 4.448533760000000000e+08 1.329868927001953125e+02 4.180272293090820312e+01 1.414213562373095145e+00 1.414440384984241073e+00 1.414843539291064989e+00 1.415896025596859120e+00
2.000000000000000000e+03 2.364176791161298752e-03 2.869919061660766602e+00 1.262719955444335938e+02 5.886473388671875000e+02 1.959180459380149841e-03 2.298936605453491211e+00 1.262719955444335938e+02 5.886473388671875000e+02 1.309712887323824848e+00 1.532258962279048120e+00 1.563923091230688955e+00 1.677177876011556323e+00
4.000000000000000000e+03 1.001389464363455772e-03 3.429103851318359375e+00 1.041529998779296875e+02 5.149602661132812500e+02 8.017211803235113621e-04 2.768472671508789062e+00 1.041529998779296875e+02 5.149602661132812500e+02 1.307134087234725461e+00 1.521702547320649357e+00 1.549029933623136790e+00 1.650321804253787494e+00
6.000000000000000000e+03 8.413150161504745483e-02 5.406583309173583984e+00 6.534569549560546875e+01 3.344880371093750000e+02 7.098858803510665894e-02 4.476606369018554688e+00 6.534569549560546875e+01 3.344880371093750000e+02 1.303855848689982055e+00 1.497921011734974162e+00 1.515145567847093533e+00 1.588348115409105921e+00
8.000000000000000000e+03 2.259318590164184570e+00 1.210528469085693359e+01 3.692610931396484375e+01 9.693343353271484375e+01 2.093768119812011719e+00 1.057611560821533203e+01 3.692610931396484375e+01 9.693343353271484375e+01 1.301885055491509346e+00 1.465367360403597052e+00 1.469125568036032004e+00 1.503788908405780722e+00
1.000000000000000000e+04 5.440898418426513672e+00 4.601511478424072266e+00 3.427300262451171875e+01 3.886215209960937500e+01 5.098401546478271484e+00 3.839063644409179688e+00 3.427300262451171875e+01 3.886215209960937500e+01 1.275911265830090846e+00 1.473406599535872941e+00 1.479408833640727838e+00 1.523258086942363976e+00
1.200000000000000000e+04 2.254649162292480469e+00 9.420344233512878418e-01 3.479054641723632812e+01 2.011956024169921875e+01 2.070054292678833008e+00 6.976798176765441895e-01 3.479054641723632812e+01 2.011956024169921875e+01 1.248589461099827602e+00 1.510794377181980508e+00 1.528043605850873288e+00 1.599012544065283592e+00
1.400000000000000000e+04 9.357572197914123535e-01 8.464662432670593262e-01 2.507249641418457031e+01 6.138708591461181641e+00 8.999693393707275391e-01 7.836103439331054688e-01 2.507249641418457031e+01 6.138708591461181641e+00 1.245758883682046791e+00 1.527049751725451987e+00 1.553127490774490527e+00 1.653551837643097988e+00
1.600000000000000000e+04 1.763447284698486328e+00 1.250290989875793457e+00 4.154141426086425781e+00 3.877686262130737305e+00 1.739569187164306641e+00 1.233606219291687012e+00 4.154141426086425781e+00 3.877686262130737305e+00 1.246656587124680415e+00 1.486091535372309869e+00 1.494092697451604002e+00 1.579739956402467449e+00
1.800000000000000000e+04 9.023268818855285645e-01 9.941145777702331543e-01 3.004782199859619141e+00 3.191677570343017578e+00 8.797357678413391113e-01 9.848143458366394043e-01 3.004782199859619141e+00 3.191677570343017578e+00 1.283791201747269017e+00 1.495947700689035820e+00 1.506379719141126561e+00 1.584231722041197221e+00
2.000000000000000000e+04 8.331010341644287109e-01 8.966727256774902344e-01 2.989763021469116211e+00 2.151050090789794922e+00 8.112318515777587891e-01 8.921378254890441895e-01 2.989763021469116211e+00 2.151050090789794922e+00 1.314935792484124955e+00 1.499337249410483519e+00 1.512745984093964546e+00 1.590650139244234706e+00
2.200000000000000000e+04 5.810914039611816406e-01 3.721772432327270508e-01 6.088153123855590820e-01 8.000960350036621094e-01 5.180315375328063965e-01 3.655772805213928223e-01 6.088153123855590820e-01 8.000960350036621094e-01 1.743344099740807618e+00 1.653179849739011553e+00 1.626675157598227006e+00 1.690889977988194293e+00
