# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.832355020800000000e+10 7.452512256000000000e+10 7.501881122589111328e+00 1.040107498168945312e+02 3.650255584716796875e+01 2.500000000000000000e+01 0.000000000000000000e+00 1.681349240243434906e-02 2.965015258789062500e+02 2.429411819520000000e+11 3.104663470080000000e+11 7.501885414123535156e+00 1.040107498168945312e+02 3.650255584716796875e+01 2.500000000000000000e+01 0.000000000000000000e+00 1.681349240243434906e-02 2.965015258789062500e+02 1.414213562373094701e+00 1.414218066366887516e+00 1.414226141643698087e+00 1.414103685479602968e+00
2.000000000000000000e+03 1.175475835800170898e+00 1.030397772789001465e+00 7.187817096710205078e+00 7.402394409179687500e+02 4.155520019531250000e+02 1.012391376495361328e+01 2.872970581054687500e+00 7.826995849609375000e+01 1.646146240234375000e+02 9.441075325012207031e-01 8.286432027816772461e-01 7.187734603881835938e+00 7.402394409179687500e+02 4.155520019531250000e+02 1.012391376495361328e+01 2.872970581054687500e+00 7.826995849609375000e+01 1.646146240234375000e+02 1.608145000493412136e+00 1.547764282548469206e+00 1.582329439235131252e+00 1.685660012772652427e+00
4.000000000000000000e+03 1.175475597381591797e+00 1.030399680137634277e+00 7.187816619873046875e+00 7.402387084960937500e+02 4.155521850585937500e+02 1.012391757965087891e+01 2.872972726821899414e+00 7.826988220214843750e+01 1.646146087646484375e+02 9.441074132919311523e-01 8.286445140838623047e-01 7.187736034393310547e+00 7.402387084960937500e+02 4.155521850585937500e+02 1.012391757965087891e+01 2.872972726821899414e+00 7.826988220214843750e+01 1.646146087646484375e+02 1.608144982827716118e+00 1.547764237022887679e+00 1.582329421262200553e+00 1.685659937050377977e+00
6.000000000000000000e+03 1.175474166870117188e+00 1.030409336090087891e+00 7.187818527221679688e+00 7.402344970703125000e+02 4.155530395507812500e+02 1.012395572662353516e+01 2.872984886169433594e+00 7.826933288574218750e+01 1.646145629882812500e+02 9.441064596176147461e-01 8.286525607109069824e-01 7.187737464904785156e+00 7.402344970703125000e+02 4.155530395507812500e+02 1.012395572662353516e+01 2.872984886169433594e+00 7.826933288574218750e+01 1.646145629882812500e+02 1.608144842419746867e+00 1.547763946379592026e+00 1.582329041157530369e+00 1.685659428351782729e+00
8.000000000000000000e+03 1.175472736358642578e+00 1.030467271804809570e+00 7.187815189361572266e+00 7.402092895507812500e+02 4.155561523437500000e+02 1.012417888641357422e+01 2.873040437698364258e+00 7.826596069335937500e+01 1.646145477294921875e+02 9.441058635711669922e-01 8.286996483802795410e-01 7.187734127044677734e+00 7.402092895507812500e+02 4.155561523437500000e+02 1.012417888641357422e+01 2.873040437698364258e+00 7.826596069335937500e+01 1.646145477294921875e+02 1.608143762978290869e+00 1.547762261974590769e+00 1.582326734403805224e+00 1.685655527091568739e+00
1.000000000000000000e+04 1.175504684448242188e+00 1.030715703964233398e+00 7.187756538391113281e+00 7.400953979492187500e+02 4.155579528808593750e+02 1.012507247924804688e+01 2.873208999633789062e+00 7.825101470947265625e+01 1.646155700683593750e+02 9.441347718238830566e-01 8.289024829864501953e-01 7.187674522399902344e+00 7.400953979492187500e+02 4.155579528808593750e+02 1.012507247924804688e+01 2.873208999633789062e+00 7.825101470947265625e+01 1.646155700683593750e+02 1.608138485249552163e+00 1.547753422114211519e+00 1.582314675562938033e+00 1.685635069674755293e+00
1.200000000000000000e+04 1.175770998001098633e+00 1.031682729721069336e+00 7.187375545501708984e+00 7.396417846679687500e+02 4.155346984863281250e+02 1.012834835052490234e+01 2.873573541641235352e+00 7.819190979003906250e+01 1.646213531494140625e+02 9.443603754043579102e-01 8.296932578086853027e-01 7.187293052673339844e+00 7.396417846679687500e+02 4.155346984863281250e+02 1.012834835052490234e+01 2.873573541641235352e+00 7.819190979003906250e+01 1.646213531494140625e+02 1.608114881852388489e+00 1.547714732415908623e+00 1.582262099976301517e+00 1.685546329602975346e+00
1.400000000000000000e+04 1.177008152008056641e+00 1.034966588020324707e+00 7.185926437377929688e+00 7.380902099609375000e+02 4.153975830078125000e+02 1.013891220092773438e+01 2.874139785766601562e+00 7.798394012451171875e+01 1.646451873779296875e+02 9.453969597816467285e-01 8.323913812637329102e-01 7.185843467712402344e+00 7.380902099609375000e+02 4.153975830078125000e+02 1.013891220092773438e+01 2.874139785766601562e+00 7.798394012451171875e+01 1.646451873779296875e+02 1.608028601513272982e+00 1.547572513903984204e+00 1.582067527945247853e+00 1.685217425024844173e+00
1.600000000000000000e+04 1.181504249572753906e+00 1.045061111450195312e+00 7.181586265563964844e+00 7.332799682617187500e+02 4.147505798339843750e+02 1.016981124877929688e+01 2.874670267105102539e+00 7.732358551025390625e+01 1.647404785156250000e+02 9.491759538650512695e-01 8.407276272773742676e-01 7.181500434875488281e+00 7.332799682617187500e+02 4.147505798339843750e+02 1.016981124877929688e+01 2.874670267105102539e+00 7.732358551025390625e+01 1.647404785156250000e+02 1.607757694382886182e+00 1.547109904392434343e+00 1.581426041695806139e+00 1.684125782929875248e+00
1.800000000000000000e+04 1.195177674293518066e+00 1.073938250541687012e+00 7.170323371887207031e+00 7.197101440429687500e+02 4.124135437011718750e+02 1.025431346893310547e+01 2.874958992004394531e+00 7.543567657470703125e+01 1.650675354003906250e+02 9.607533216476440430e-01 8.646851778030395508e-01 7.170232772827148438e+00 7.197101440429687500e+02 4.124135437011718750e+02 1.025431346893310547e+01 2.874958992004394531e+00 7.543567657470703125e+01 1.650675354003906250e+02 1.606999968491324093e+00 1.545769649751744135e+00 1.579543653978380480e+00 1.680902630249001106e+00
