# step, loss_train, loss_test, metrics_test
2.000000000000000000e+04 1.232925891876220703e+00 1.155121803283691406e+00 7.143222808837890625e+00 6.840935058593750000e+02 4.053126220703125000e+02 1.047915172576904297e+01 2.874851226806640625e+00 7.053207397460937500e+01 1.660314025878906250e+02 9.928792119026184082e-01 9.322534203529357910e-01 7.143120288848876953e+00 6.840935058593750000e+02 4.053126220703125000e+02 1.047915172576904297e+01 2.874851226806640625e+00 7.053207397460937500e+01 1.660314025878906250e+02 1.604987770156120153e+00 1.542218373543586374e+00 1.574542624791039236e+00 1.672323334637026981e+00
2.200000000000000000e+04 1.339295387268066406e+00 1.397079229354858398e+00 7.072367668151855469e+00 5.955148925781250000e+02 3.823989868164062500e+02 1.106068420410156250e+01 2.867469787597656250e+00 5.879164505004882812e+01 1.688822784423828125e+02 1.084260106086730957e+00 1.135126352310180664e+00 7.072201728820800781e+00 5.955148925781250000e+02 3.823989868164062500e+02 1.106068420410156250e+01 2.867469787597656250e+00 5.879164505004882812e+01 1.688822784423828125e+02 1.599784201775695802e+00 1.533246094095116918e+00 1.561887494670578524e+00 1.650562078096905250e+00
2.400000000000000000e+04 1.651750564575195312e+00 2.245525598526000977e+00 6.851418495178222656e+00 4.060895080566406250e+02 3.156823425292968750e+02 1.244476222991943359e+01 2.812399625778198242e+00 3.485161209106445312e+01 1.764297943115234375e+02 1.358278036117553711e+00 1.862459301948547363e+00 6.850886821746826172e+00 4.060895080566406250e+02 3.156823425292968750e+02 1.244476222991943359e+01 2.812399625778198242e+00 3.485161209106445312e+01 1.764297943115234375e+02 1.587391027120228060e+00 1.512880347858631014e+00 1.533034703209416483e+00 1.600685908047858153e+00
2.600000000000000000e+04 2.419968128204345703e+00 6.521313667297363281e+00 6.488651275634765625e+00 1.523995819091796875e+02 1.929177703857421875e+02 1.495251178741455078e+01 2.606125831604003906e+00 4.644815921783447266e+00 1.940500183105468750e+02 2.049230337142944336e+00 5.747409820556640625e+00 6.488403320312500000e+00 1.523995819091796875e+02 1.929177703857421875e+02 1.495251178741455078e+01 2.606125831604003906e+00 4.644815921783447266e+00 1.940500183105468750e+02 1.564904040421981390e+00 1.478932596293986101e+00 1.485060294293166772e+00 1.517998984344467672e+00
2.800000000000000000e+04 2.549750804901123047e+00 1.534790992736816406e+01 5.971162796020507812e+00 4.723165512084960938e+01 6.954973602294921875e+01 1.637667274475097656e+01 2.621019601821899414e+00 2.982166051864624023e+00 2.168807525634765625e+02 2.206969499588012695e+00 1.421558570861816406e+01 5.972449302673339844e+00 4.723165512084960938e+01 6.954973602294921875e+01 1.637667274475097656e+01 2.621019601821899414e+00 2.982166051864624023e+00 2.168807525634765625e+02 1.555359959253341806e+00 1.461286216615610201e+00 1.460316742596455830e+00 1.477632432490259440e+00
3.000000000000000000e+04 2.334628820419311523e+00 6.042721271514892578e+00 4.970730304718017578e+00 4.003377532958984375e+01 1.817943382263183594e+01 1.453705692291259766e+01 3.413995027542114258e+00 1.053952026367187500e+01 1.914000701904296875e+02 2.132515668869018555e+00 5.499979496002197266e+00 4.973651885986328125e+00 4.003377532958984375e+01 1.817943382263183594e+01 1.453705692291259766e+01 3.413995027542114258e+00 1.053952026367187500e+01 1.914000701904296875e+02 1.581511858433816142e+00 1.482933973766542568e+00 1.486511382423776784e+00 1.520167321027249274e+00
3.200000000000000000e+04 1.830860376358032227e+00 1.178378701210021973e+00 4.071915626525878906e+00 3.178913497924804688e+01 7.605951309204101562e+00 7.407763004302978516e+00 2.728688955307006836e+00 3.474090337753295898e+00 1.586599884033203125e+02 1.673047304153442383e+00 1.082791090011596680e+00 4.081810474395751953e+00 3.178913497924804688e+01 7.605951309204101562e+00 7.407763004302978516e+00 2.728688955307006836e+00 3.474090337753295898e+00 1.586599884033203125e+02 1.632732308085941497e+00 1.529947230286807791e+00 1.541089002085572091e+00 1.602284864083354465e+00
3.400000000000000000e+04 6.409515142440795898e-01 4.721046090126037598e-01 1.954044818878173828e+00 9.048494338989257812e+00 3.290262699127197266e+00 6.606601923704147339e-02 5.406442284584045410e-02 8.252235054969787598e-01 1.426565856933593750e+02 6.294422745704650879e-01 4.717202484607696533e-01 1.963685870170593262e+00 9.048494338989257812e+00 3.290262699127197266e+00 6.606601923704147339e-02 5.406442284584045410e-02 8.252235054969787598e-01 1.426565856933593750e+02 1.759840241438839881e+00 1.670613414622649229e+00 1.621536140485694277e+00 1.662746803389315353e+00
3.600000000000000000e+04 6.427106857299804688e-01 4.243809878826141357e-01 2.776215672492980957e-01 4.404561221599578857e-01 1.808850765228271484e-01 1.240097684785723686e-03 1.603763899765908718e-03 2.519590854644775391e-01 3.021298907697200775e-02 6.416895389556884766e-01 4.171807467937469482e-01 2.775786519050598145e-01 4.404561221599578857e-01 1.808850765228271484e-01 1.240097684785723686e-03 1.603763899765908718e-03 2.519590854644775391e-01 3.021298907697200775e-02 1.726918917469817183e+00 1.638414139997849572e+00 1.591140466598384373e+00 1.629670657676957291e+00
3.800000000000000000e+04 1.579386144876480103e-01 1.185724586248397827e-01 5.215185135602951050e-02 6.930688023567199707e-02 6.362680345773696899e-02 2.648287045303732157e-04 2.183709293603897095e-03 7.965669035911560059e-03 1.865738653577864170e-03 1.573698818683624268e-01 1.138994321227073669e-01 5.212739855051040649e-02 6.930688023567199707e-02 6.362680345773696899e-02 2.648287045303732157e-04 2.183709293603897095e-03 7.965669035911560059e-03 1.865738653577864170e-03 1.727997763552234334e+00 1.639446926679728467e+00 1.591730035554258293e+00 1.629352138216769941e+00
4.000000000000000000e+04 5.070998519659042358e-02 4.478744417428970337e-02 9.246376343071460724e-03 1.528951805084943771e-02 1.967818662524223328e-02 5.070817132946103811e-05 4.622286360245198011e-04 1.929577440023422241e-03 2.468444581609219313e-04 4.940570145845413208e-02 4.342316836118698120e-02 9.241319261491298676e-03 1.528951805084943771e-02 1.967818662524223328e-02 5.070817132946103811e-05 4.622286360245198011e-04 1.929577440023422241e-03 2.468444581609219313e-04 1.729741369418025920e+00 1.639919857349694921e+00 1.589240483794611913e+00 1.620484753219019414e+00
4.000000000000000000e+04 5.070998519659042358e-02 4.478744417428970337e-02 9.246376343071460724e-03 1.528951805084943771e-02 1.967818662524223328e-02 5.070817132946103811e-05 4.622286360245198011e-04 1.929577440023422241e-03 2.468444581609219313e-04 4.940570145845413208e-02 4.342316836118698120e-02 9.241319261491298676e-03 1.528951805084943771e-02 1.967818662524223328e-02 5.070817132946103811e-05 4.622286360245198011e-04 1.929577440023422241e-03 2.468444581609219313e-04 1.729741369418025920e+00 1.639919857349694921e+00 1.589240483794611913e+00 1.620484753219019414e+00
4.063200000000000000e+04 3.730041134986095130e-05 4.694464223575778306e-05 1.503670137026347220e-05 7.267520686582429335e-06 5.175506885279901326e-06 3.283275873400270939e-08 1.340547672867842266e-08 4.617819904240150208e-09 1.968203378055477515e-10 3.578481846489012241e-05 4.341528619988821447e-05 1.508425248175626621e-05 7.267520686582429335e-06 5.175506885279901326e-06 3.283275873400270939e-08 1.340547672867842266e-08 4.617819904240150208e-09 1.968203378055477515e-10 1.731198200994862102e+00 1.639385772178697964e+00 1.586173119651317798e+00 1.613147468082084313e+00
